"","sensitivity","pars","type","name","lambda","elasticity"
"331",-0.128497873298599,-4.74862719173582,"Pods","herb_avg",1.5832545207454,0.385401391393895
"332",-0.343105807560057,-1.00298602314867,"Pods","Cardenolides",1.5832545207454,0.217356290435134
"333",-0.23885723202823,-0.0373947986236784,"Pods","LMA",1.5832545207454,0.00564155540026483
"334",0.000232902114326088,24.3690476190476,"Seedlings","mean",1.5832545207454,0.00358476962498564
"335",0.000279403194973931,8.40341450146586,"Seedlings","sd",1.5832545207454,0.00148298383464866
"336",881.070640482277,0.000507915229762188,"Seedlings","seedling.emergence",1.5832545207454,0.282651456814781
"337",0.00208586968535048,214.543209876543,"Seedlings","seeds.per.pod",1.5832545207454,0.282651444739649
"338",1.12082174458662,-0.0158542485960596,"Clonal","a",1.5832545207454,-0.0112235817663602
"339",1.90420537320101,-0.0138218896693386,"Clonal","b",1.5832545207454,-0.016623806362956
"340",0.0140985911856153,-0.0158542485960596,"Budlings","mean",1.5832545207454,-0.000141179176551932
"341",0.00551612074316839,-0.0138218896693386,"Budlings","sd",1.5832545207454,-4.81560048089605e-05
"342",-0.553339247874872,0.769007544979687,"Herbivory","pmunch",1.5832545207454,-0.268764150661528
"343",-0.637075803913832,0.589992911716136,"Herbivory","mean",1.5832545207454,-0.237403527739848
"344",0.209333865119908,0.83036429713186,"Herbivory","sd",1.5832545207454,0.109788644528456
"345",-0.466315786134693,1.67017467248908,"Cardenolides","mean",1.5832545207454,-0.491916369212278
"346",0.299092986276936,0.894926000241772,"Cardenolides","sd",1.5832545207454,0.169060682538376
"347",-0.00519508312951402,53.85,"LMA","mean",1.5832545207454,-0.17669630679003
"348",-0.00317628296528523,18.514244255063,"LMA","sd",1.5832545207454,-0.0371427827124098
"349",0.0547687325753356,-7.54892249600158,"Flowering","(Intercept)",1.7688186623391,-0.233740702887374
"350",3.80633951012989,0.134916865296757,"Flowering","h_apical",1.7688186623391,0.290329023486677
"351",0.0212448967207482,-0.518847765336938,"Flowering","herb_avg",1.7688186623391,-0.00623176780247081
"352",0.0741484426944898,-0.910867212502493,"Flowering","Cardenolides",1.7688186623391,-0.0381833292165837
"353",0.171954588275176,-4.75797789164154,"Survival","(Intercept)",1.7688186623391,-0.462543813449864
"354",0.138481356074468,0.0040312340449047,"Survival","h_apical",1.7688186623391,0.00031560655090202
"355",0.0348273451995558,0.48619324286061,"Survival","herb_avg",1.7688186623391,0.00957295412091925
"356",-0.0645256422101169,0.588290159663295,"Survival","Cardenolides",1.7688186623391,-0.0214605381356437
"357",-0.0901615341356516,0.0837804286817654,"Survival","LMA",1.7688186623391,-0.00427051802500849
"358",0.547524634103248,-0.557975956960346,"Pods","(Intercept)",1.7688186623391,-0.172717298939576
"359",0.474515289096089,0.0248509058628249,"Pods","h_apical",1.7688186623391,0.00666667252605989
"360",0.149733626430733,-0.404509714114093,"Pods","herb_avg",1.7688186623391,-0.0342424623339659
"361",-0.156853236513095,-0.60993890793947,"Pods","Cardenolides",1.7688186623391,0.0540874504676772
"362",-0.109509760390912,-0.0181931437788849,"Pods","LMA",1.7688186623391,0.00112636012860043
"363",0.00018917776685673,23.3444444444444,"Seedlings","mean",1.7688186623391,0.00249672279162349
"364",0.000224336791377435,7.69994388307273,"Seedlings","sd",1.7688186623391,0.000976573088747576
"365",955.507355610317,0.000573019800219006,"Seedlings","seedling.emergence",1.7688186623391,0.309542547055426
"366",0.00260649420663215,210.061728395062,"Seedlings","seeds.per.pod",1.7688186623391,0.309542571974459
"367",1.09646469626299,0.1425945071202,"Clonal","a",1.7688186623391,0.088392239559234
"368",1.79687220256963,-0.109363211740085,"Clonal","b",1.7688186623391,-0.11109771699244
"369",0.021466789719568,0.1425945071202,"Budlings","mean",1.7688186623391,0.00173055970331455
"370",0.016536226883855,-0.109363211740085,"Budlings","sd",1.7688186623391,-0.00102240830028874
"371",-0.0828100627605801,0.760514018691589,"Herbivory","pmunch",1.7688186623391,-0.0356046750065768
"372",-0.118617897086385,0.610308184697081,"Herbivory","mean",1.7688186623391,-0.0409275834684169
"373",0.0140469552960049,0.878721900793254,"Herbivory","sd",1.7688186623391,0.00697831129944116
"374",-0.256838698995813,1.52620087336245,"Cardenolides","mean",1.7688186623391,-0.221609741612697
"375",0.038355121143683,0.848422617458912,"Cardenolides","sd",1.7688186623391,0.0183972235065885
"376",0.00430665438601576,51.1821848739496,"LMA","mean",1.7688186623391,0.124616494424462
"377",-0.00712516825785782,19.9286880398844,"LMA","sd",1.7688186623391,-0.0802768867526306
"378",0.0420478788821527,-8.77253869008435,"Flowering","(Intercept)",2.16547933803637,-0.17033948920711
"379",3.04168767166195,0.135246212608938,"Flowering","h_apical",2.16547933803637,0.189970289859523
"380",0.0144414599360719,0.291037788493635,"Flowering","herb_avg",2.16547933803637,0.00194091464581927
"381",0.0381502542398623,-0.394559103641823,"Flowering","Cardenolides",2.16547933803637,-0.00695113079685959
"382",0.190349885399824,-4.16885971212473,"Survival","(Intercept)",2.16547933803637,-0.366450953612172
"383",0.175090478718362,0.0188890772899149,"Survival","h_apical",2.16547933803637,0.0015272819865547
"384",-0.0288934073418161,1.57367388999224,"Survival","herb_avg",2.16547933803637,-0.020997106704309
"385",-0.127953549738951,-0.454102332648812,"Survival","Cardenolides",2.16547933803637,0.026831937108133
"386",-0.148075509967526,0.0641135070624444,"Survival","LMA",2.16547933803637,-0.00438408258500714
"387",0.665505823051261,-0.847318606568235,"Pods","(Intercept)",2.16547933803637,-0.260402145957289
"388",0.865360221805142,0.0349672164644937,"Pods","h_apical",2.16547933803637,0.0139734596697013
"389",-0.0972059470941956,-0.743331500654539,"Pods","herb_avg",2.16547933803637,0.0333673202310926
"390",-0.4023233496766,-1.12578268626876,"Pods","Cardenolides",2.16547933803637,0.2091586160126
"391",-0.346648816295819,-0.0214701704071327,"Pods","LMA",2.16547933803637,0.00343693381256222
"392",7.92776750200313e-05,23.4506172839506,"Seedlings","mean",2.16547933803637,0.000858521429136324
"393",0.000114930050085946,8.47158100971393,"Seedlings","sd",2.16547933803637,0.000449618342069455
"394",1016.52650916785,0.000654686146419558,"Seedlings","seedling.emergence",2.16547933803637,0.307324947105657
"395",0.00310571935851486,214.283950617284,"Seedlings","seeds.per.pod",2.16547933803637,0.307324942779003
"396",0.884412321999706,0.828753831521166,"Clonal","a",2.16547933803637,0.338474760588769
"397",2.04975546137543,-0.449302900184169,"Clonal","b",2.16547933803637,-0.425292016085194
"398",0.0323248231536874,0.828753831521166,"Budlings","mean",2.16547933803637,0.0123710813450452
"399",0.0367603536306764,-0.449302900184169,"Budlings","sd",2.16547933803637,-0.00762719514702712
"400",-0.104823869918173,0.781123335263463,"Herbivory","pmunch",2.16547933803637,-0.0378116611170044
"401",-0.163650313655372,0.608274836551234,"Herbivory","mean",2.16547933803637,-0.0459687451372983
"402",0.0142136155352222,0.891768376981186,"Herbivory","sd",2.16547933803637,0.00585332431219289
"403",-0.696473879953162,1.55425438596491,"Cardenolides","mean",2.16547933803637,-0.499888206556981
"404",0.421733845123452,0.844921810058388,"Cardenolides","sd",2.16547933803637,0.164551153883421
"405",-0.00232029290241005,52.2829411764706,"LMA","mean",2.16547933803637,-0.0560207318527872
"406",-0.00577261456022067,20.9081671289958,"LMA","sd",2.16547933803637,-0.0557358308049305
"407",0.059505671459267,-8.67978171304783,"Flowering","(Intercept)",1.82935055818006,-0.282338580019687
"408",4.06993543649722,0.153511466023064,"Flowering","h_apical",1.82935055818006,0.341532000349609
"409",0.0128425781515438,0.4598868954859,"Flowering","herb_avg",1.82935055818006,0.00322854106324174
"410",0.0765542411135079,-1.30909845421916,"Flowering","Cardenolides",1.82935055818006,-0.0547828508087132
"411",0.238918533463391,-2.43082266374214,"Survival","(Intercept)",1.82935055818006,-0.317472549661902
"412",0.0733651566231594,0.00441639404872946,"Survival","h_apical",1.82935055818006,0.000177117195851718
"413",0.010652191140914,0.375797831370999,"Survival","herb_avg",1.82935055818006,0.00218824670438635
